,mserp_knownas,mserp_instancerelationtype_bigint,versionnumber,mserp_primarycontactfacebook,mserp_languageid,mserp_name,mserp_primarycontacttwitter_bigint,mserp_addressbooknames,mserp_primarycontactlinkedin_bigint,mserp_dirpartytablebientityid,mserp_primarycontacttelex_bigint,mserp_sourcekey_bigint,mserp_primarycontactfacebook_bigint,mserp_sourcekey,mserp_primarycontactlinkedin,mserp_primarycontacturl_bigint,mserp_dataarea,mserp_primaryaddresslocation,mserp_namealias,mserp_primarycontactemail,mserp_primaryaddresslocation_bigint,mserp_primarycontactfax,mserp_primarycontactemail_bigint,mserp_primarycontactphone,mserp_primarycontactfax_bigint,mserp_primarycontacttelex,mserp_primarycontactphone_bigint,mserp_primarycontacturl,mserp_instancerelationtype,mserp_primarycontacttwitter,mserp_partynumber
11,,9027,,0,,Contoso Consulting GB,0,,0,00006cdf-0000-0000-f805-014105000000,0,22565422584,0,22565422584,0,0,GBSI,22565424303,Contoso Consulting G,0,22565424303,0,0,0,0,0,0,0,9027,0,000000028
12,,9027,,0,,Contoso Retail,0,,0,00006cdf-0000-0000-f905-014105000000,0,22565422585,0,22565422585,0,0,GLRT,22565424304,Contoso Retail,0,22565424304,0,0,0,0,0,0,0,9027,0,000000029
13,,9027,,0,en-us,Contoso Retail USA,0,,0,00006cdf-0000-0000-fa05-014105000000,0,22565422586,0,22565422586,0,0,USRT,22565424305,Contoso Retail USA,0,22565424305,0,0,0,0,0,0,0,9027,0,000000030
14,,9027,,0,en-us,Contoso Retail FR,0,,0,00006cdf-0000-0000-fb05-014105000000,0,22565422587,0,22565422587,0,0,FRRT,22565424306,Contoso Retail FR,0,22565424306,0,0,0,0,0,0,0,9027,0,000000031
15,,13271,,0,en-us,Jodi Christiansen,0,,0,00006cdf-0000-0000-fd05-014105000000,0,22565422589,0,22565422589,0,0,,22565426106,Jodi Christiansen,22565422578,22565426106,0,22565422578,22565422579,0,0,22565422579,0,13271,0,000000032
16,,13271,,0,en-us,Ted Howard,0,,0,00006cdf-0000-0000-fe05-014105000000,0,22565422590,0,22565422590,0,0,,22565426335,Ted Howard,22565422616,22565426335,0,22565422616,22565422614,0,0,22565422614,0,13271,0,000000033
17,,13271,,0,en-us,Charlie Carson,0,,0,00006cdf-0000-0000-ff05-014105000000,0,22565422591,0,22565422591,0,0,,22565426054,Charlie Carson,22565422586,22565426054,0,22565422586,22565422587,0,0,22565422587,0,13271,0,000000034
18,,13271,,0,en-us,Luke Lenhart,0,,0,00006cdf-0000-0000-0006-014105000000,0,22565422592,0,22565422592,0,0,,22565426134,Luke Lenhart,22565422584,22565426134,0,22565422584,22565422585,0,0,22565422585,0,13271,0,000000035
19,,13271,,0,en-us,Theresa Jayne,0,,0,00006cdf-0000-0000-0106-014105000000,0,22565422593,0,22565422593,0,0,,22565426338,Theresa Jayne,22565422615,22565426338,0,22565422615,22565422617,0,0,22565422617,0,13271,0,000000036
20,,13271,,0,en-us,Benjamin Martin,0,,0,00006cdf-0000-0000-0206-014105000000,0,22565422594,0,22565422594,0,0,,22565426050,Benjamin Martin,22565422589,22565426050,0,22565422589,22565422588,0,0,22565422588,0,13271,0,000000037
21,,13271,,0,en-us,Sara Thomas,0,,0,00006cdf-0000-0000-0306-014105000000,0,22565422595,0,22565422595,0,0,,0,Sara Thomas,22565422592,0,0,22565422592,22565422590,0,0,22565422590,0,13271,0,000000038
22,,13271,,0,en-us,Pierre Hezi,0,,0,00006cdf-0000-0000-0406-014105000000,0,22565422596,0,22565422596,0,0,,22565426141,Pierre Hezi,22565422593,22565426141,0,22565422593,22565422591,0,0,22565422591,0,13271,0,000000039
23,,13271,,0,en-us,Takashi Andrews,0,,0,00006cdf-0000-0000-0506-014105000000,0,22565422597,0,22565422597,0,0,,22565426332,Takashi Andrews,22565422595,22565426332,0,22565422595,22565422594,0,0,22565422594,0,13271,0,000000040
24,,13271,,0,en-us,Lars Giusti,0,Houston,0,00006cdf-0000-0000-0606-014105000000,0,22565422598,0,22565422598,0,0,,22565426129,Lars Giusti,22565422596,22565426129,0,22565422596,22565422599,0,0,22565422599,0,13271,0,000000041
25,,13271,,0,en-us,Inga Numadutir,0,,0,00006cdf-0000-0000-0706-014105000000,0,22565422599,0,22565422599,0,0,,22565426103,Inga Numadutir,22565422606,22565426103,0,22565422606,22565422607,0,0,22565422607,0,13271,0,000000042
26,,13271,,0,en-us,Mia Vanclooster,0,,0,00006cdf-0000-0000-0806-014105000000,0,22565422600,0,22565422600,0,0,,22565426136,Mia Vanclooster,22565422603,22565426136,0,22565422603,22565422602,0,0,22565422602,0,13271,0,000000043
27,,13271,,0,en-us,Ellen Gasca,0,,0,00006cdf-0000-0000-0906-014105000000,0,22565422601,0,22565422601,0,0,,22565426069,Ellen Gasca,22565422604,22565426069,0,22565422604,22565422605,0,0,22565422605,0,13271,0,000000044
28,,13271,,0,en-us,Arnie Mondloch,0,,0,00006cdf-0000-0000-0a06-014105000000,0,22565422602,0,22565422602,0,0,,22565426049,Arnie Mondloch,22565422609,22565426049,0,22565422609,22565422608,0,0,22565422608,0,13271,0,000000045
29,,13271,,0,en-us,Terrence Dorsey,0,,0,00006cdf-0000-0000-0b06-014105000000,0,22565422603,0,22565422603,0,0,,22565426336,Terrence Dorsey,22565422610,22565426336,0,22565422610,22565422611,0,0,22565422611,0,13271,0,000000046
30,,13271,,0,en-us,John Emory,0,,0,00006cdf-0000-0000-0c06-014105000000,0,22565422604,0,22565422604,0,0,,22565426107,John Emory,22565422613,22565426107,0,22565422613,22565422612,0,0,22565422612,0,13271,0,000000047
31,,13271,,0,en-us,June Low,0,,0,00006cdf-0000-0000-0d06-014105000000,0,22565422605,0,22565422605,0,0,,22565426111,June Low,22565422620,22565426111,0,22565422620,22565422619,0,0,22565422619,0,13271,0,000000048
32,,13271,,0,en-us,Emil Karafezov,0,,0,00006cdf-0000-0000-0e06-014105000000,0,22565422606,0,22565422606,0,0,,22565426072,Emil Karafezov,22565422633,22565426072,0,22565422633,22565422618,0,0,22565422618,0,13271,0,000000049
33,,13271,,0,en-us,Julia Funderburk,0,,0,00006cdf-0000-0000-0f06-014105000000,0,22565422607,0,22565422607,0,0,,22565426109,Julia Funderburk,22565422623,22565426109,0,22565422623,22565422622,0,0,22565422622,0,13271,0,000000050
34,,13271,,0,en-us,Shannon Dascher,0,,0,00006cdf-0000-0000-1006-014105000000,0,22565422608,0,22565422608,0,0,,22565426328,Shannon Dascher,22565422627,22565426328,0,22565422627,22565422624,0,0,22565422624,0,13271,0,000000051
35,,13271,,0,en-us,Reina Cabatana,0,,0,00006cdf-0000-0000-1106-014105000000,0,22565422609,0,22565422609,0,0,,22565426314,Reina Cabatana,22565422632,22565426314,0,22565422632,22565422625,0,0,22565422625,0,13271,0,000000052
36,,13271,,0,en-us,Tony Krijnen,0,,0,00006cdf-0000-0000-1206-014105000000,0,22565422610,0,22565422610,0,0,,22565426341,Tony Krijnen,22565422630,22565426341,0,22565422630,22565422628,0,0,22565422628,0,13271,0,000000053
37,,13271,,0,en-us,Ahmed Barnett,0,,0,00006cdf-0000-0000-1306-014105000000,0,22565422611,0,22565422611,0,0,,22565426046,Ahmed Barnett,22565422631,22565426046,0,22565422631,22565422629,0,0,22565422629,0,13271,0,000000054
38,,13271,,0,en-us,Vince Prado,0,,0,00006cdf-0000-0000-1406-014105000000,0,22565422612,0,22565422612,0,0,,22565426427,Vince Prado,22565422637,22565426427,0,22565422637,22565422636,0,0,22565422636,0,13271,0,000000055
39,,13271,,0,en-us,Tricia Fejfar,0,,0,00006cdf-0000-0000-1506-014105000000,0,22565422613,0,22565422613,0,0,,22565426423,Tricia Fejfar,22565422635,22565426423,0,22565422635,22565422634,0,0,22565422634,0,13271,0,000000056
40,,13271,,0,en-us,Claire Kennedy,0,USRTCentrl,0,00006cdf-0000-0000-1606-014105000000,0,22565422614,0,22565422614,0,0,,22565426055,Claire Kennedy,22565422641,22565426055,0,22565422641,22565422639,0,0,22565422639,0,13271,0,000000057
41,,13271,,0,en-us,Tim Litton,0,,0,00006cdf-0000-0000-1706-014105000000,0,22565422615,0,22565422615,0,0,,22565426340,Tim Litton,22565422640,22565426340,0,22565422640,22565422638,0,0,22565422638,0,13271,0,000000058
42,,13271,,0,en-us,Alicia Thornber,0,,0,00006cdf-0000-0000-1806-014105000000,0,22565422616,0,22565422616,0,0,,22565426047,Alicia Thornber,22565422643,22565426047,0,22565422643,22565422642,0,0,22565422642,0,13271,0,000000059
43,,13271,,0,en-us,Sammy Isales,0,,0,00006cdf-0000-0000-1906-014105000000,0,22565422617,0,22565422617,0,0,,22565426319,Sammy Isales,22565422645,22565426319,0,22565422645,22565422644,0,0,22565422644,0,13271,0,000000060
44,,13271,,0,en-us,Prakash Kovvuru,0,,0,00006cdf-0000-0000-1a06-014105000000,0,22565422618,0,22565422618,0,0,,22565426142,Prakash Kovvuru,22565422647,22565426142,0,22565422647,22565422646,0,0,22565422646,0,13271,0,000000061
45,,13271,,0,en-us,Phyllis Harris,0,,0,00006cdf-0000-0000-1b06-014105000000,0,22565422619,0,22565422619,0,0,,22565426140,Phyllis Harris,22565422649,22565426140,0,22565422649,22565422648,0,0,22565422648,0,13271,0,000000062
46,,13271,,0,en-us,Grace Sturman,0,,0,00006cdf-0000-0000-1c06-014105000000,0,22565422620,0,22565422620,0,0,,22565426100,Grace Sturman,22565422653,22565426100,0,22565422653,22565422652,0,0,22565422652,0,13271,0,000000063
47,,13271,,0,en-us,Kevin Cook,0,,0,00006cdf-0000-0000-1d06-014105000000,0,22565422621,0,22565422621,0,0,,22565426125,Kevin Cook,22565422651,22565426125,0,22565422651,22565422650,0,0,22565422650,0,13271,0,000000064
48,,13271,,0,en-us,Zainal Arifin,0,,0,00006cdf-0000-0000-1e06-014105000000,0,22565422622,0,22565422622,0,0,,22565426558,Zainal Arifin,22565422654,22565426558,0,22565422654,22565422657,0,0,22565422657,0,13271,0,000000065
49,,13271,,0,en-us,David Ahs,0,,0,00006cdf-0000-0000-1f06-014105000000,0,22565422623,0,22565422623,0,0,,22565426060,David Ahs,22565422656,22565426060,0,22565422656,22565422655,0,0,22565422655,0,13271,0,000000066
50,,13271,,0,en-us,Eduardo Melo,0,,0,00006cdf-0000-0000-2006-014105000000,0,22565422624,0,22565422624,0,0,,22565426068,Eduardo Melo,22565422659,22565426068,0,22565422659,22565422658,0,0,22565422658,0,13271,0,000000067
51,,13271,,0,en-us,Connie Vrettos,0,,0,00006cdf-0000-0000-2106-014105000000,0,22565422625,0,22565422625,0,0,,22565426056,Connie Vrettos,22565422662,22565426056,0,22565422662,22565422660,0,0,22565422660,0,13271,0,000000068
52,,13271,,0,en-us,Susan Burk,0,,0,00006cdf-0000-0000-2206-014105000000,0,22565422626,0,22565422626,0,0,,22565426331,Susan Burk,22565422664,22565426331,0,22565422664,22565422663,0,0,22565422663,0,13271,0,000000069
53,,13271,,0,en-us,Lisa Toftemark,0,,0,00006cdf-0000-0000-2306-014105000000,0,22565422627,0,22565422627,0,0,,22565426132,Lisa Toftemark,22565422666,22565426132,0,22565422666,22565422665,0,0,22565422665,0,13271,0,000000070
54,,13271,,0,en-us,Daniel Brunner,0,,0,00006cdf-0000-0000-2406-014105000000,0,22565422628,0,22565422628,0,0,,22565426057,Daniel Brunner,22565422671,22565426057,0,22565422671,22565422667,0,0,22565422667,0,13271,0,000000071
55,,13271,,0,en-us,Cassie Hicks,0,,0,00006cdf-0000-0000-2506-014105000000,0,22565422629,0,22565422629,0,0,,22565426053,Cassie Hicks,22565422670,22565426053,0,22565422670,22565422669,0,0,22565422669,0,13271,0,000000072
56,,13271,,0,en-us,Karl Bystrom,0,,0,00006cdf-0000-0000-2606-014105000000,0,22565422630,0,22565422630,0,0,,22565426115,Karl Bystrom,22565422673,22565426115,0,22565422673,22565422672,0,0,22565422672,0,13271,0,000000073
57,,13271,,0,en-us,Ken Ewert,0,,0,00006cdf-0000-0000-2706-014105000000,0,22565422631,0,22565422631,0,0,,22565426123,Ken Ewert,22565422677,22565426123,0,22565422677,22565422674,0,0,22565422674,0,13271,0,000000074
58,,13271,,0,en-us,April Stewart,0,,0,00006cdf-0000-0000-2806-014105000000,0,22565422632,0,22565422632,0,0,,22565426048,April Stewart,22565422676,22565426048,0,22565422676,22565422675,0,0,22565422675,0,13271,0,000000075
59,,13271,,0,en-us,Brad Sutton,0,,0,00006cdf-0000-0000-2906-014105000000,0,22565422633,0,22565422633,0,0,,22565426051,Brad Sutton,22565422679,22565426051,0,22565422679,22565422678,0,0,22565422678,0,13271,0,000000076
60,,13271,,0,en-us,Brooke Drynan,0,,0,00006cdf-0000-0000-2a06-014105000000,0,22565422634,0,22565422634,0,0,,22565426052,Brooke Drynan,22565422681,22565426052,0,22565422681,22565422680,0,0,22565422680,0,13271,0,000000077
61,,13271,,0,en-us,Rebecca Deutsch,0,,0,00006cdf-0000-0000-2b06-014105000000,0,22565422635,0,22565422635,0,0,,22565426312,Rebecca Deutsch,22565422683,22565426312,0,22565422683,22565422682,0,0,22565422682,0,13271,0,000000078
62,,13271,,0,en-us,Marie Talley,0,,0,00006cdf-0000-0000-2c06-014105000000,0,22565422636,0,22565422636,0,0,,22565426135,Marie Talley,22565422685,22565426135,0,22565422685,22565422684,0,0,22565422684,0,13271,0,000000079
63,,13271,,0,en-us,Ricardo Acosta,0,,0,00006cdf-0000-0000-2d06-014105000000,0,22565422637,0,22565422637,0,0,,22565426318,Ricardo Acosta,22565422687,22565426318,0,22565422687,22565422686,0,0,22565422686,0,13271,0,000000080
64,,13271,,0,en-us,Michael Redmond,0,,0,00006cdf-0000-0000-2e06-014105000000,0,22565422638,0,22565422638,0,0,,22565426137,Michael Redmond,22565422689,22565426137,0,22565422689,22565422688,0,0,22565422688,0,13271,0,000000081
65,,13271,,0,en-us,Jacob Robinson,0,,0,00006cdf-0000-0000-2f06-014105000000,0,22565422639,0,22565422639,0,0,,22565426104,Jacob Robinson,22565422691,22565426104,0,22565422691,22565422690,0,0,22565422690,0,13271,0,000000082
66,,13271,,0,en-us,Nicole Holliday,0,,0,00006cdf-0000-0000-3006-014105000000,0,22565422640,0,22565422640,0,0,,22565426138,Nicole Holliday,22565422693,22565426138,0,22565422693,22565422692,0,0,22565422692,0,13271,0,000000083
67,,13271,,0,en-us,Oscar Morales,0,,0,00006cdf-0000-0000-3106-014105000000,0,22565422641,0,22565422641,0,0,,22565426139,Oscar Morales,22565422695,22565426139,0,22565422695,22565422694,0,0,22565422694,0,13271,0,000000084
68,,13271,,0,en-us,Andrew Ma,0,,0,00006cdf-0000-0000-ea06-014105000000,0,22565422826,0,22565422826,0,0,,22565426304,Andrew Ma,22565422829,22565426304,0,22565422829,22565422828,0,0,22565422828,0,13271,0,000000085
69,,13271,,0,en-us,Anders Madsen,0,,0,00006cdf-0000-0000-eb06-014105000000,0,22565422827,0,22565422827,0,0,,22565426300,Anders Madsen,22565422833,22565426300,0,22565422833,22565422832,0,0,22565422832,0,13271,0,000000086
70,,13271,,0,en-us,Tude Palma,0,,0,00006cdf-0000-0000-ec06-014105000000,0,22565422828,0,22565422828,0,0,,22565426543,Tude Palma,22565422835,22565426543,0,22565422835,22565422834,0,0,22565422834,0,13271,0,000000087
71,,13271,,0,en-us,Todd Meadows,0,,0,00006cdf-0000-0000-ed06-014105000000,0,22565422829,0,22565422829,0,0,,22565426540,Todd Meadows,22565422837,22565426540,0,22565422837,22565422836,0,0,22565422836,0,13271,0,000000088
72,,13271,,0,en-us,Joel Lachance,0,,0,00006cdf-0000-0000-ee06-014105000000,0,22565422830,0,22565422830,0,0,,22565426450,Joel Lachance,22565422839,22565426450,0,22565422839,22565422838,0,0,22565422838,0,13271,0,000000089
73,,13271,,0,en-us,Jae Pak,0,Houston,0,00006cdf-0000-0000-ef06-014105000000,0,22565422831,0,22565422831,0,0,,22565426442,Jae Pak,22565422841,22565426442,0,22565422841,22565422840,0,0,22565422840,0,13271,0,000000090
74,,13271,,0,en-us,Tjeerd Veninga,0,,0,00006cdf-0000-0000-f006-014105000000,0,22565422832,0,22565422832,0,0,,22565426538,Tjeerd Veninga,22565422843,22565426538,0,22565422843,22565422842,0,0,22565422842,0,13271,0,000000091
75,,13271,,0,en-us,Preeda Ola,0,,0,00006cdf-0000-0000-f106-014105000000,0,22565422833,0,22565422833,0,0,,22565426506,Preeda Ola,22565422845,22565426506,0,22565422845,22565422844,0,0,22565422844,0,13271,0,000000092
76,,13271,,0,en-us,Aneta Olecka,0,,0,00006cdf-0000-0000-f206-014105000000,0,22565422834,0,22565422834,0,0,,22565426305,Aneta Olecka,22565422847,22565426305,0,22565422847,22565422846,0,0,22565422846,0,13271,0,000000093
77,,13271,,0,en-us,Sagiv Hadaya,0,,0,00006cdf-0000-0000-f306-014105000000,0,22565422835,0,22565422835,0,0,,22565426520,Sagiv Hadaya,22565422849,22565426520,0,22565422849,22565422848,0,0,22565422848,0,13271,0,000000094
78,,13271,,0,en-us,Pernille Halberg,0,,0,00006cdf-0000-0000-f406-014105000000,0,22565422836,0,22565422836,0,0,,22565426502,Pernille Halberg,22565422851,22565426502,0,22565422851,22565422850,0,0,22565422850,0,13271,0,000000095
79,,13271,,0,en-us,Sara Davis,0,,0,00006cdf-0000-0000-f506-014105000000,0,22565422837,0,22565422837,0,0,,22565426524,Sara Davis,22565422855,22565426524,0,22565422855,22565422853,0,0,22565422853,0,13271,0,000000096
80,,13271,,0,en-us,Soha Kamal,0,,0,00006cdf-0000-0000-f606-014105000000,0,22565422838,0,22565422838,0,0,,22565426529,Soha Kamal,22565422854,22565426529,0,22565422854,22565422852,0,0,22565422852,0,13271,0,000000097
81,,13271,,0,en-us,John Kane,0,,0,00006cdf-0000-0000-f706-014105000000,0,22565422839,0,22565422839,0,0,,22565426452,John Kane,22565422857,22565426452,0,22565422857,22565422856,0,0,22565422856,0,13271,0,000000098
82,,13271,,0,en-us,Gerwald Oberleitner,0,Houston,0,00006cdf-0000-0000-f806-014105000000,0,22565422840,0,22565422840,0,0,,22565426411,Gerwald Oberleitner,22565422859,22565426411,0,22565422859,22565422861,0,0,22565422861,0,13271,0,000000099
83,,13271,,0,en-us,Wendy Kahn,0,Houston,0,00006cdf-0000-0000-f906-014105000000,0,22565422841,0,22565422841,0,0,,22565426088,Wendy Kahn,22565422860,22565426088,0,22565422860,22565422858,0,0,22565422858,0,13271,0,000000100
84,,13271,,0,en-us,Sandeep Kaliyath,0,Houston,0,00006cdf-0000-0000-fa06-014105000000,0,22565422842,0,22565422842,0,0,,22565426522,Sandeep Kaliyath,22565422863,22565426522,0,22565422863,22565422862,0,0,22565422862,0,13271,0,000000101
85,,13271,,0,en-us,April Meyer,0,,0,00006cdf-0000-0000-fb06-014105000000,0,22565422843,0,22565422843,0,0,,22565426308,April Meyer,22565422865,22565426308,0,22565422865,22565422864,0,0,22565422864,0,13271,0,000000102
86,,13271,,0,en-us,John Evans,0,,0,00006cdf-0000-0000-fc06-014105000000,0,22565422844,0,22565422844,0,0,,22565426451,John Evans,22565422867,22565426451,0,22565422867,22565422866,0,0,22565422866,0,13271,0,000000103
87,,13271,,0,en-us,Jeremy Los,0,Seattle,0,00006cdf-0000-0000-fd06-014105000000,0,22565422845,0,22565422845,0,0,,22565426445,Jeremy Los,22565422869,22565426445,0,22565422869,22565422868,0,0,22565422868,0,13271,0,000000104
88,,13271,,0,en-us,Chris Bryant,0,,0,00006cdf-0000-0000-fe06-014105000000,0,22565422846,0,22565422846,0,0,,22565426324,Chris Bryant,22565422871,22565426324,0,22565422871,22565422870,0,0,22565422870,0,13271,0,000000105
89,,13271,,0,en-us,Cesar Garcia,0,Houston,0,00006cdf-0000-0000-ff06-014105000000,0,22565422847,0,22565422847,0,0,,22565426322,Cesar Garcia,22565422873,22565426322,0,22565422873,22565422872,0,0,22565422872,0,13271,0,000000106
90,,13271,,0,en-us,Viara Kalnakova,0,,0,00006cdf-0000-0000-0007-014105000000,0,22565422848,0,22565422848,0,0,,22565426548,Viara Kalnakova,22565422875,22565426548,0,22565422875,22565422874,0,0,22565422874,0,13271,0,000000107
91,,13271,,0,en-us,Arnie Campbell,0,,0,00006cdf-0000-0000-0107-014105000000,0,22565422849,0,22565422849,0,0,,22565426310,Arnie Campbell,22565422878,22565426310,0,22565422878,22565422876,0,0,22565422876,0,13271,0,000000108
92,,13271,,0,en-us,Gisli Olafsson,0,,0,00006cdf-0000-0000-0207-014105000000,0,22565422850,0,22565422850,0,0,,22565426414,Gisli Olafsson,22565422879,22565426414,0,22565422879,22565422877,0,0,22565422877,0,13271,0,000000109
93,,13271,,0,en-us,Reto Käch,0,,0,00006cdf-0000-0000-0307-014105000000,0,22565422851,0,22565422851,0,0,,22565426513,Reto Käch,22565422883,22565426513,0,22565422883,22565422882,0,0,22565422882,0,13271,0,000000110
94,,13271,,0,en-us,Euan Garden,0,Houston,0,00006cdf-0000-0000-0407-014105000000,0,22565422852,0,22565422852,0,0,,22565426406,Euan Garden,22565422881,22565426406,0,22565422881,22565422880,0,0,22565422880,0,13271,0,000000111
95,,13271,,0,en-us,Peter Saddow,0,,0,00006cdf-0000-0000-0507-014105000000,0,22565422853,0,22565422853,0,0,,22565426503,Peter Saddow,22565422886,22565426503,0,22565422886,22565422884,0,0,22565422884,0,13271,0,000000112
96,,13271,,0,en-us,Ryan Ihrig,0,,0,00006cdf-0000-0000-0607-014105000000,0,22565422854,0,22565422854,0,0,,22565426519,Ryan Ihrig,22565422887,22565426519,0,22565422887,22565422885,0,0,22565422885,0,13271,0,000000113
97,,13271,,0,en-us,Maurizio Macagno,0,,0,00006cdf-0000-0000-0707-014105000000,0,22565422855,0,22565422855,0,0,,22565426482,Maurizio Macagno,22565422889,22565426482,0,22565422889,22565422888,0,0,22565422888,0,13271,0,000000114
98,,13271,,0,en-us,Debra Garcia,0,,0,00006cdf-0000-0000-0807-014105000000,0,22565422856,0,22565422856,0,0,,22565426386,Debra Garcia,22565422891,22565426386,0,22565422891,22565422890,0,0,22565422890,0,13271,0,000000115
99,,13271,,0,en-us,Maureen Magnotta,0,Houston,0,00006cdf-0000-0000-0907-014105000000,0,22565422857,0,22565422857,0,0,,22565426481,Maureen Magnotta,22565422904,22565426481,0,22565422904,22565422894,0,0,22565422894,0,13271,0,000000116
100,,13271,,0,en-us,Benjamin Danner,0,,0,00006cdf-0000-0000-0a07-014105000000,0,22565422858,0,22565422858,0,0,,22565426313,Benjamin Danner,22565422893,22565426313,0,22565422893,22565422892,0,0,22565422892,0,13271,0,000000117
101,,13271,,0,en-us,Vince Saylor,0,,0,00006cdf-0000-0000-0b07-014105000000,0,22565422859,0,22565422859,0,0,,22565426552,Vince Saylor,22565422898,22565426552,0,22565422898,22565422896,0,0,22565422896,0,13271,0,000000118
102,,13271,,0,en-us,Michael Raheem,0,,0,00006cdf-0000-0000-0c07-014105000000,0,22565422860,0,22565422860,0,0,,22565426488,Michael Raheem,22565422899,22565426488,0,22565422899,22565422897,0,0,22565422897,0,13271,0,000000119
103,,13271,,0,en-us,Stuart Railson,0,RetailCust,0,00006cdf-0000-0000-0d07-014105000000,0,22565422861,0,22565422861,0,0,,22565426533,Stuart Railson,22565422901,22565426533,0,22565422901,22565422900,0,0,22565422900,0,13271,0,000000120
104,,13271,,0,en-us,Minesh Lad,0,,0,00006cdf-0000-0000-0e07-014105000000,0,22565422862,0,22565422862,0,0,,22565426494,Minesh Lad,22565422903,22565426494,0,22565422903,22565422902,0,0,22565422902,0,13271,0,000000121
105,,13271,,0,en-us,Lucio Iallo,0,,0,00006cdf-0000-0000-0f07-014105000000,0,22565422863,0,22565422863,0,0,,22565426471,Lucio Iallo,22565422914,22565426471,0,22565422914,22565422913,0,0,22565422913,0,13271,0,000000122
106,,13271,,0,en-us,Connie Vasa,0,,0,00006cdf-0000-0000-1007-014105000000,0,22565422864,0,22565422864,0,0,,22565426327,Connie Vasa,22565422906,22565426327,0,22565422906,22565422905,0,0,22565422905,0,13271,0,000000123
107,,13271,,0,en-us,Marc Boyer,0,,0,00006cdf-0000-0000-1107-014105000000,0,22565422865,0,22565422865,0,0,,22565426479,Marc Boyer,22565422910,22565426479,0,22565422910,22565422909,0,0,22565422909,0,13271,0,000000124
108,,13271,,0,en-us,Manuel Machado,0,,0,00006cdf-0000-0000-1207-014105000000,0,22565422866,0,22565422866,0,0,,22565426477,Manuel Machado,22565422912,22565426477,0,22565422912,22565422911,0,0,22565422911,0,13271,0,000000125
